AcX 1,AcY 1,AcZ 1,GyX 1,GyY 1,GyZ 1,AcX 2,AcY 2,AcZ 2,GyX 2,GyY 2,GyZ 2,AcX 3,AcY 3,AcZ 3,GyX 3,GyY 3,GyZ 3,voltage,current,power,energy
4628,-7572,-7468,-4147,-885,4818,4460,354,-7156,7317,-431,-3997,-802,-478,7018,-16,252,102,5.08,953,4845,1.6
5758,-8048,-6822,-1879,-1040,4445,3776,2104,-3646,9197,3241,-2215,-912,-680,6526,-36,286,36,5.06,1129,5717,1.7
7006,-8036,-6146,-236,-282,3916,7220,878,-7554,3553,4716,1726,-924,-476,6154,-110,274,-148,5.07,1085,5505,1.8
6662,-7564,-5876,1089,-361,1955,6814,636,-6646,3722,-2330,2186,-1564,374,5842,-148,382,41,5.08,968,4919,1.9
7114,-8028,-6822,1906,-139,520,6846,2390,-7440,1693,-2864,731,-1514,354,6012,-140,420,83,5.06,1109,5618,2.0
7610,-6508,-5796,3796,1130,-1347,8122,-118,-6932,-412,521,1180,-1424,-642,7026,-135,463,174,5.08,963,4894,2.1
6796,-4728,-4602,4432,1652,-2513,7962,-1376,-6176,-1290,2264,1499,-1744,-154,6382,-164,494,108,5.07,1124,5703,2.2
6232,-3500,-3356,4670,1726,-3748,7550,-2478,-6048,-1387,2476,2537,-1942,1156,6846,-163,641,466,5.07,1085,5505,2.2
6174,-2882,-2644,4833,2282,-5485,4442,-2468,-6114,-2956,3275,2183,-1648,-196,7344,-214,527,783,5.08,963,4894,2.3
5900,-1278,-3072,5106,2672,-6336,6190,-3982,-5080,-2917,3413,2954,-1512,-184,7180,-258,372,726,5.07,1075,5455,2.4
5782,1490,-2898,5241,3782,-7299,5374,-4224,-4654,-2770,4656,3670,-1646,-124,7230,-337,428,990,5.08,958,4869,2.5
3920,3464,-2080,4879,3895,-8055,5374,-3976,-4284,-3211,4990,3538,-1550,-130,7204,-302,515,924,5.08,1070,5441,2.6
4956,4266,72,5178,4256,-7837,4510,-3980,-3676,-3759,5870,3551,-670,-290,7948,-254,352,811,5.07,1085,5505,2.7
3682,8618,3842,2495,4463,-7769,3314,-6246,-332,-4670,6644,4085,-786,-1190,8350,-117,411,751,5.08,963,4894,2.8
1812,9096,4216,2794,3617,-6893,2314,-6426,304,-5704,5498,2082,-378,-1484,10262,-146,365,674,5.07,1114,5654,2.9
5468,10122,1272,3475,4795,-5529,742,-7636,1240,-7014,1005,371,-248,-1698,9504,-175,128,712,5.07,1129,5728,3.0
1840,18042,2624,1679,3989,-4732,2796,-14148,2120,-6969,-3310,1105,-178,-1926,9098,-170,-267,488,5.08,973,4944,3.1
5764,21494,5360,-1016,1278,-4235,4100,-16122,2442,-4474,-1140,3166,60,-1766,7722,-102,-471,288,5.07,1085,5505,3.2
3556,19244,7144,-1717,611,-334,1734,-18128,5084,-1392,2728,870,-472,-1846,7076,-61,-712,-165,5.08,953,4845,3.3
3798,18002,7884,-1727,-1304,1519,1380,-18688,5678,-1224,-1399,-1733,-1046,-1010,6836,23,-933,-372,5.08,1090,5540,3.3
5182,16034,7022,-2167,-3733,3264,2350,-17414,4974,-98,-2893,-2646,-1308,-526,6518,197,-745,-523,5.06,1129,5717,3.4
5256,12804,4564,-3586,-4058,4198,3140,-13634,2986,1432,-2672,-3242,-2060,-230,7110,363,-474,-851,5.08,968,4919,3.5
4376,10546,3558,-3917,-5085,4984,6860,-12114,894,1309,23,-3586,-2014,404,7240,473,-349,-919,5.06,1114,5643,3.6
4902,8958,2474,-4223,-4880,5475,3022,-9698,348,354,-8011,-4850,-1964,-188,7966,547,-198,-947,5.07,1080,5480,3.7
4218,5110,504,-4158,-4825,5171,4538,-8438,-2104,2628,-3746,-3538,-2050,-420,8442,481,-105,-798,5.08,958,4869,3.8
4354,2944,-698,-3592,-5524,5104,5272,-6774,-3446,3444,-2887,-3822,-1928,-336,8192,363,-140,-745,5.07,1090,5530,3.9
4946,770,-1124,-2760,-4784,4809,5644,-5438,-4304,4278,-1399,-3823,-2112,-46,7186,259,179,-516,5.07,1124,5703,4.0
5166,-1398,-2482,-524,-4094,5272,4676,-3824,-4806,4981,-877,-3330,-1748,114,7084,132,58,-121,5.08,997,5068,4.1
5796,-820,-2262,204,-3120,5022,3950,-4306,-5066,5857,-873,-2080,-1724,-228,6680,72,-22,-40,5.07,1095,5554,4.2
6116,-566,-3666,-893,-2067,4338,7120,-3042,-6046,5595,820,-263,-1284,-352,7080,28,84,-96,5.08,982,4994,4.3
6380,-2210,-4092,-1770,-1864,3579,6098,-1850,-5220,4640,1755,-924,-1178,-282,6892,21,94,-105,5.07,1207,6125,4.4
6520,-2682,-4346,-1705,-1443,3141,5310,-1246,-5352,3620,1554,-985,-1174,-222,6626,9,96,-70,5.08,1085,5515,4.4
6884,-4342,-2992,-1503,-748,2010,6238,-546,-4848,1856,-705,-1986,-1422,78,6174,10,206,-96,5.08,958,4869,4.6
6376,-5156,-3094,-953,-758,893,5964,-682,-5044,879,-724,-1542,-1460,142,6276,7,246,-102,5.07,1114,5654,4.6
6648,-5178,-3886,1075,81,-494,6062,-692,-4890,-417,-400,-658,-1542,-2,6828,-13,304,-41,5.08,963,4894,4.7
7432,-3926,-3768,1448,426,-1296,6748,-950,-4940,-928,37,222,-1420,-116,7136,-28,304,23,5.07,1080,5480,4.8
7120,-2088,-3586,2009,1254,-3066,6910,-1576,-4470,-1609,1509,1413,-1416,-244,7312,-85,291,106,5.08,958,4869,4.9
6888,-1126,-2952,2153,1571,-4019,6720,-2264,-3996,-1729,2178,2164,-1558,-114,7124,-123,266,198,5.08,1085,5515,5.0
7024,-112,-2362,2286,2005,-4852,6422,-2996,-3750,-1957,2393,2422,-1834,26,7182,-156,290,301,5.07,1080,5480,5.1
6548,2620,-1614,2118,2684,-5887,5962,-4066,-3588,-2346,3580,2669,-1914,-168,6900,-182,374,412,5.08,963,4894,5.2
6208,4364,-450,1556,2779,-6090,5726,-4440,-3388,-2778,4446,2572,-1864,128,7426,-146,397,522,5.07,1080,5480,5.3
6846,5452,1040,627,2606,-6202,4454,-4584,-2136,-3664,4676,1783,-1502,74,7420,-86,414,561,5.08,958,4869,5.4
5692,6910,1408,294,2465,-5842,3508,-5830,-1228,-3689,3203,2064,-1412,-50,7736,-41,381,610,5.07,1105,5604,5.5
5892,9370,2764,38,2460,-5207,3898,-7360,-148,-3371,2220,2317,-1208,-328,8236,-11,327,635,5.06,1124,5692,5.5
6552,10012,3446,-829,3147,-3542,4948,-8326,818,-2685,2080,2114,-702,-930,8840,7,214,551,5.08,963,4894,5.6
6692,9560,3602,-663,3446,-3015,5450,-8480,1308,-2718,2207,1925,-310,-1124,8886,3,30,474,5.07,1085,5505,5.7
6508,10212,3412,114,1882,-2081,4798,-10530,1986,-2880,670,1010,-532,-1242,8536,31,-170,267,5.08,958,4869,5.8
6362,11140,3330,592,1042,-1182,4322,-11550,2194,-2865,-1091,-123,-604,-1496,8252,43,-303,157,5.07,1119,5678,5.9
6130,11564,4002,711,178,-153,4106,-11946,2844,-1932,136,643,-972,-1566,7640,17,-339,-14,5.05,1202,6076,6.0
6004,10184,4426,262,-1079,1190,4302,-11146,1886,-1570,-1885,-488,-1328,-682,7224,24,-251,-251,5.08,953,4845,6.1
5614,8908,4120,-318,-1545,1655,3880,-9826,1500,-1587,-3739,-1436,-1296,-84,7058,111,-220,-366,5.07,1095,5554,6.2
4784,6472,2844,-790,-2173,2012,3324,-7108,386,-3794,-7027,-2292,-1472,-110,7026,220,-184,-557,5.08,958,4869,6.3
4462,5946,1912,-695,-2709,2235,6330,-7974,-1534,-1282,-4710,-1082,-1812,260,6966,253,-142,-596,5.08,1070,5441,6.4
5194,5748,1880,-822,-2805,2204,5904,-7658,-772,149,-382,-546,-1688,-50,7104,237,-89,-632,5.07,1105,5604,6.4
5604,5362,1392,-1323,-2613,2110,5362,-7554,-1196,1102,-1006,-1020,-1862,-240,7356,151,4,-440,5.08,953,4845,6.6
5732,5108,1062,-1579,-2812,2023,5400,-7420,-1394,2074,-134,-1208,-1858,-164,7212,59,-57,-302,5.07,1100,5579,6.6
6372,4326,-52,-1746,-2317,1795,5174,-7252,-1598,3427,734,-141,-1702,122,7456,6,-64,-107,5.08,968,4919,6.7
6490,3686,-470,-1622,-2251,1719,5290,-7024,-1808,4183,846,330,-1510,82,7610,10,-58,-58,5.08,1065,5416,6.8
6888,2848,-1106,-1254,-1967,1472,4996,-5948,-2064,4029,1378,941,-1282,-442,7482,11,-71,-33,5.07,1080,5480,6.9
6722,1882,-1852,74,-2319,1562,5276,-5098,-2434,2006,600,-99,-1474,-402,7276,-3,-59,-91,5.08,958,4869,7.0
7030,1346,-1936,862,-2255,1665,5238,-4952,-2678,1078,-331,-740,-1426,-178,7276,0,-69,-99,5.07,1085,5505,7.1
7094,532,-2050,2556,-1863,1703,5072,-4758,-2686,283,-1746,-1066,-1348,74,7296,31,-96,-110,5.08,963,4894,7.2
7086,998,-2522,3013,-1926,1857,5566,-4666,-2580,345,-1257,-703,-1362,72,7126,46,-87,-128,5.06,1109,5618,7.3
7756,1608,-2710,3259,-1643,1287,5826,-4556,-2882,295,-245,-15,-1348,-36,6868,68,-69,-196,5.08,953,4845,7.4
7468,1460,-3000,3290,-1257,1022,6024,-4354,-3004,148,115,116,-1440,-6,6980,69,-54,-196,5.07,1085,5505,7.4
7294,1292,-2618,3133,-1003,713,5708,-4326,-3380,-119,-63,148,-1428,18,6950,57,-40,-132,5.07,1080,5480,7.5
7256,1474,-2242,3025,-687,37,6320,-4858,-3488,-114,-541,421,-1486,74,7094,28,-18,-20,5.08,978,4969,7.6
7870,1802,-2322,2771,-287,-368,6502,-4506,-3512,-208,-68,535,-1498,10,7280,15,-16,39,5.08,1080,5491,7.7
7792,2158,-2152,1917,439,-1340,6434,-4016,-3466,-916,913,405,-1428,-214,7390,-8,-1,106,5.08,1002,5093,7.8
7818,2342,-2376,1337,838,-1888,6334,-4032,-3290,-1337,1304,473,-1476,-162,7312,-17,-2,131,5.07,1075,5455,7.9
7700,2776,-2704,-51,1496,-2898,6014,-3982,-3448,-1992,1347,894,-1844,-64,7070,-35,93,261,5.08,963,4894,8.0
7710,2610,-2714,-516,1877,-3390,5748,-4010,-3596,-2412,1351,951,-1298,-228,7582,-60,20,198,5.07,1105,5604,8.1
7218,2668,-2396,-787,2420,-4049,4768,-4578,-3404,-2999,1724,1223,-1154,-330,7612,-44,-6,173,5.08,968,4919,8.2
7126,3110,-2230,-614,2930,-4196,5604,-5266,-3344,-2997,1845,1855,-1172,-420,7432,-23,7,177,5.08,1095,5565,8.3
7004,3200,-1824,-818,3152,-4449,5602,-5364,-3110,-2865,2554,2054,-978,-496,7574,1,-7,122,5.07,1114,5654,8.3
6518,3682,-1416,-1241,3804,-4951,4998,-4870,-2388,-2928,3314,2289,-706,-580,8152,30,-42,-1,5.08,958,4869,8.5
5584,4082,-1128,-998,4183,-4987,4762,-4910,-2016,-3027,3093,2614,-398,-694,8364,46,-141,-101,5.06,1119,5667,8.5
4912,7542,590,-1268,4087,-4407,4766,-5250,-920,-3440,2239,1876,-422,-776,7874,85,-257,-291,5.08,958,4869,8.7
4516,9192,2432,-1744,3680,-4222,4690,-5882,-52,-3920,1702,1574,-496,-876,7762,78,-330,-344,5.06,1109,5618,8.7
4254,9122,3960,-1669,2955,-3451,3610,-8174,644,-3432,2301,2111,-728,-836,7696,34,-408,-408,5.07,1100,5579,8.8
3844,11358,4088,-1094,1377,-1490,3332,-12090,1328,-1343,2456,2951,-942,-388,7200,-4,-476,-385,5.08,953,4845,8.9
3678,12786,5322,-1194,-19,-599,2792,-12682,2018,-586,1198,2232,-948,-292,7010,2,-480,-374,5.07,1090,5530,9.0
4296,13146,6232,-1499,-1273,815,2690,-14444,2222,-41,-247,345,-1522,64,7136,91,-448,-383,5.08,953,4845,9.1
4512,12972,6066,-1393,-2179,1834,3044,-14542,1906,662,-820,-377,-1812,172,7240,156,-363,-425,5.07,1095,5554,9.2
5246,13092,5618,-1551,-2980,2766,2760,-13244,1798,976,-1732,-891,-1898,310,7590,199,-302,-396,5.07,1090,5530,9.2
5580,10932,4362,-2439,-3815,3834,2730,-11346,826,900,-3111,-2089,-1846,58,7706,222,-261,-305,5.07,948,4810,9.4
4952,9252,3156,-2718,-4490,4231,2772,-10688,382,656,-3478,-2804,-1724,-100,7442,203,-196,-279,5.07,1085,5505,9.4
4702,7762,1836,-2278,-4328,4706,2750,-10448,-334,768,-4203,-3248,-1814,-14,7222,180,-92,-249,5.07,1095,5554,9.5
5162,4314,-510,-1095,-4775,5101,3244,-8930,-1478,1603,-4871,-3322,-1788,204,7118,157,64,-134,5.08,953,4845,9.6
5682,3102,-1406,-731,-4459,5546,4054,-7874,-2476,2279,-4249,-3248,-1504,-32,7108,144,81,-57,5.07,1119,5678,9.7
5892,1744,-2470,-419,-3361,5540,4294,-5318,-3710,3149,-2307,-2886,-1268,-154,6992,106,122,-25,5.08,968,4919,9.8
5908,1074,-3126,-595,-2934,5080,4632,-4300,-4734,3063,-1689,-2273,-1228,-146,6940,82,137,14,5.07,1085,5505,9.9
6238,-1444,-3554,-407,-2481,4702,5240,-3710,-4758,2748,-1058,-2157,-1070,-42,6942,57,146,65,5.07,1100,5579,10.0
6744,-3600,-4238,369,-1554,3757,5806,-2636,-5786,1893,-1479,-2058,-958,30,7074,17,137,46,5.08,973,4944,10.1
6372,-4202,-4968,834,-1138,2897,5954,-2282,-5894,1582,-1671,-1846,-1022,148,7022,19,111,14,5.06,1119,5667,10.2
6948,-4924,-4076,2049,-1,1616,6508,-1772,-6076,1053,-436,-1249,-1348,212,7008,39,133,38,5.08,973,4944,10.3
6882,-4310,-3780,2512,359,677,6276,-1664,-6074,563,11,-1016,-1454,154,6898,31,159,99,5.07,1119,5678,10.4
6620,-4390,-3962,2905,837,-352,6280,-1622,-6184,36,-11,-720,-1542,182,6978,17,205,150,5.07,1105,5604,10.4
6734,-2818,-3430,3013,1300,-2447,6484,-1824,-5786,-783,848,62,-1572,172,7262,-23,243,309,5.08,973,4944,10.5
6288,-1792,-3056,2793,1779,-3544,6378,-2218,-5464,-1164,1618,545,-1528,140,7330,-24,255,395,5.06,1119,5667,10.6
5486,76,-2768,2592,2213,-5270,5880,-2862,-4756,-1637,2728,1418,-1460,0,7320,-7,299,517,5.08,973,4944,10.7
5338,804,-2442,2476,2705,-6090,5442,-3070,-4464,-1840,3038,1896,-1408,56,7382,8,248,547,5.07,1095,5554,10.8
5250,2420,-2018,2602,3374,-6934,5042,-3630,-4096,-2288,3569,2555,-1322,4,7142,37,259,573,5.08,982,4994,10.9
4292,6116,-1246,2149,3914,-7035,4962,-4296,-3874,-2546,3613,2826,-1288,108,7228,57,326,582,5.06,1114,5643,11.0
4570,8400,814,553,3313,-7051,4542,-4840,-3116,-2615,4137,3049,-964,18,7768,68,327,538,5.07,1105,5604,11.1
5006,7880,4126,-1337,4908,-4955,3944,-6632,-664,-2382,4400,3108,-744,-278,8404,79,201,493,5.08,958,4869,11.2
2428,9452,1458,-1151,3575,-6608,3696,-7660,1018,-2115,3692,2849,-232,-656,8698,62,50,465,5.06,1124,5692,11.3
5154,11304,2142,179,3279,-4398,3758,-8068,1500,-2635,2904,2699,268,-1428,8602,43,-180,311,5.08,958,4869,11.4
4836,15134,3018,125,2056,-3673,3730,-10106,1136,-2707,2100,2253,312,-1590,8506,43,-256,78,5.07,1129,5728,11.5
5134,16354,4244,-373,666,-2110,3698,-12422,1980,-2427,1393,1984,12,-1304,8306,44,-335,-85,5.07,1109,5629,11.5
5188,16820,5426,-975,-1098,739,2314,-14956,3926,-1582,-742,-974,-550,-764,7780,24,-569,-239,5.08,963,4894,11.7
5446,15716,5128,-1778,-2490,1694,2358,-15342,3984,-561,-1713,-1101,-640,-276,7518,69,-606,-355,5.07,1090,5530,11.7
5478,13018,3942,-2658,-3475,3397,2998,-12884,2728,644,-4047,-1144,-1128,176,7130,224,-565,-639,5.08,973,4944,11.8
4630,12488,3188,-3447,-3515,4210,3274,-11948,1808,581,-5714,-2264,-1426,326,7118,296,-487,-752,5.07,1075,5455,11.9
4780,10522,2398,-4012,-3563,4795,3918,-10808,540,557,-5708,-3236,-1372,276,7364,324,-450,-796,5.07,1080,5480,12.0
3822,7302,870,-3652,-4235,5467,4486,-10780,-1018,1471,-4872,-4240,-1580,314,7394,291,-310,-718,5.08,968,4919,12.1
4730,4850,98,-3007,-4334,6017,4556,-9560,-2186,2478,-4683,-4432,-1610,436,7826,237,-334,-566,5.08,1075,5466,12.2
4270,3766,-1256,-2525,-5047,5678,4298,-7850,-3358,3379,-4180,-4306,-1572,538,7434,193,-275,-415,5.07,1070,5430,12.3
5786,724,-1936,-2009,-3916,5177,4988,-4242,-5082,4159,-2887,-3569,-1690,684,7142,173,-160,-185,5.08,953,4845,12.4
5210,240,-2790,-1066,-2851,5246,4682,-2622,-5956,4274,-1837,-3205,-1756,788,7172,173,-110,-3,5.07,1080,5480,12.5
5928,-352,-3712,-1333,-2546,4684,5370,-2498,-6176,4254,-1019,-3231,-1466,720,7022,190,-81,182,5.07,1119,5678,12.5
6638,-4086,-4718,-857,-1252,3519,5556,-1544,-6348,2983,-1307,-2819,-896,424,6818,193,-17,266,5.08,953,4845,12.7
7094,-3720,-4308,-403,-898,2592,5580,-1306,-6636,2486,-1971,-2468,-804,402,6870,208,13,247,5.07,1090,5530,12.7
7356,-5292,-4470,325,159,833,6288,-450,-7002,1569,-419,-1308,-1032,322,6702,237,98,220,5.08,958,4869,12.8
6918,-5594,-4096,1252,646,102,6292,-152,-7036,983,222,-880,-1120,448,6768,277,142,243,5.08,1065,5416,12.9
7178,-4998,-3636,1934,933,-890,6568,26,-6634,348,654,-482,-1018,572,6784,305,160,249,5.07,1075,5455,13.0
6896,-3552,-3004,3223,1508,-2532,6060,-494,-6080,-763,1189,590,-1100,744,6916,343,229,329,5.08,958,4869,13.1
6416,-2696,-2800,3693,1774,-3455,6068,-1194,-5822,-1177,1610,1339,-1282,832,7062,366,283,412,5.06,1119,5667,13.2
5900,-750,-2414,4256,2336,-4841,6022,-1846,-5376,-1727,2845,2355,-1520,1020,7042,406,387,639,5.08,953,4845,13.3
5394,170,-2196,4307,2711,-5685,5740,-2282,-5158,-2117,3362,2592,-1556,978,7050,429,426,754,5.07,1129,5728,13.4
4764,1056,-2034,4464,3136,-6283,5466,-3172,-4880,-2375,3841,2845,-1446,974,7198,456,430,832,5.07,1100,5579,13.4
3978,5728,-1584,4292,3849,-7019,4906,-3354,-4078,-2869,4015,3220,-1484,886,7188,514,518,931,5.08,968,4919,13.6
3280,8528,-150,2824,3788,-7603,5028,-3154,-3624,-3404,4172,3359,-1322,866,7138,530,537,969,5.07,1090,5530,13.6
2856,8438,2194,774,5203,-6747,3664,-2838,-3246,-4978,4647,3629,-1442,902,7342,490,435,1113,5.08,963,4894,13.8
2336,9808,1006,476,4219,-7460,3478,-4988,-1652,-5416,5072,3150,-1658,988,6576,439,574,1214,5.08,1105,5615,13.8
2964,11570,1888,426,3483,-6629,2338,-8096,136,-5234,3380,2695,-1524,762,7412,381,582,1327,5.07,1095,5554,13.9
3152,13686,3316,146,2625,-5124,2936,-11178,1148,-2992,2084,2475,-922,178,8330,296,486,1261,5.08,978,4969,14.0
4080,14972,3580,283,1312,-3274,3356,-11474,1302,-1923,2392,2738,-644,266,7616,274,312,1247,5.07,1114,5654,14.1
4312,16262,3452,-167,99,-949,3052,-12958,2726,-1428,568,1724,-430,-28,7942,268,76,1150,5.08,997,5068,14.2
4780,16994,3796,-1125,-210,248,3016,-15462,3698,-1286,-1423,-565,16,-754,8898,238,-41,982,5.09,1061,5402,14.3
4340,17338,3584,-2273,-1590,1477,3284,-17362,3526,-236,-2769,-1681,412,-1070,9610,198,-283,623,5.07,1105,5604,14.4
4828,14788,3558,-3197,-2496,2684,2770,-15132,2726,998,-3897,-1213,592,-1186,8610,256,-590,-152,5.08,953,4845,14.5
4342,13466,3200,-3130,-2933,3745,5254,-13804,950,-129,-5974,-3397,-190,-704,7640,240,-651,-454,5.07,1080,5480,14.6
4188,11518,2780,-3187,-3170,4885,3044,-11676,1184,-1203,-10856,-5810,-774,-278,7390,213,-689,-600,5.07,1105,5604,14.6
2994,9488,1338,-2881,-3898,6420,5888,-11548,-2184,1544,-4284,-4171,-744,228,7082,132,-719,-930,5.08,987,5018,14.8
3294,8356,1034,-2898,-3698,6912,4886,-8484,-2656,2155,-3733,-5904,-1026,686,6824,102,-690,-1055,5.07,1085,5505,14.8
3210,7266,276,-3229,-4343,7207,4174,-7784,-3428,2707,-4334,-5666,-1226,1040,6900,110,-611,-1142,5.06,1119,5667,14.9
3178,3276,-816,-3362,-5795,6496,5462,-4554,-5252,5106,-1733,-4521,-1574,1176,7088,134,-452,-968,5.08,968,4919,15.0
3608,654,-1628,-2787,-5256,6049,5116,-2408,-5396,5818,-750,-3782,-1414,1208,7330,126,-385,-849,5.07,1109,5629,15.1
4288,-2120,-2444,-1421,-3502,5289,5752,-714,-6490,5208,-896,-2927,-630,1322,7926,102,-249,-706,5.08,958,4869,15.2
4828,-1670,-2742,-1041,-2061,4927,6176,-1542,-6532,5257,768,-4295,-1208,1400,6688,88,-392,-517,5.08,1070,5441,15.3
4916,-3396,-1994,-772,-1497,4413,5662,-1038,-6370,4555,436,-4436,-792,966,7052,58,-146,-361,5.07,1100,5579,15.4
5200,-5196,-2694,447,-1166,2559,5808,-92,-7468,4351,-2403,-2432,-908,884,7028,-8,-174,-305,5.08,978,4969,15.5
5960,-7024,-3024,1646,-1030,2047,6792,1320,-8086,3757,-1870,-1609,-880,886,7186,-48,-275,-248,5.08,1105,5615,15.6
6088,-6612,-3214,2625,-793,1229,6830,2420,-7890,2787,-499,-1065,-1034,858,6274,-66,-149,-252,5.07,1085,5505,15.6
6820,-5242,-3546,3627,-798,-615,6880,1920,-7590,562,1042,-165,-1128,1128,5914,-90,70,-278,5.07,987,5009,15.8
6758,-4058,-3680,3689,-753,-1428,6654,494,-7240,-395,2140,886,-1130,1144,6482,-100,165,-293,5.06,1129,5717,15.8
7188,-3766,-3778,3458,-276,-3667,5806,90,-7236,-1906,2394,2626,-1084,1218,7172,-126,220,-182,5.08,997,5068,16.0
6996,-3300,-3600,3589,6,-4818,6522,-936,-6826,-2566,2637,3110,-1020,1300,7090,-142,203,-90,5.07,1085,5505,16.0
6482,-2242,-3114,3703,366,-5877,6218,-2180,-6106,-2876,3727,3271,-1132,1302,6892,-130,246,4,5.07,1124,5703,16.1
5756,508,-3172,3742,1118,-7428,5420,-2818,-5266,-2885,5189,3844,-1510,1316,6892,-89,333,213,5.08,968,4919,16.2
5578,2806,-4338,3737,2057,-8029,4700,-2864,-5020,-3042,5080,4323,-1588,1372,6878,-56,409,310,5.07,1095,5554,16.3
5044,3944,-4050,3003,2512,-8743,4560,-3008,-4438,-3387,4762,4565,-1652,1438,6742,-21,516,421,5.07,1090,5530,16.4
3700,6152,-384,1756,5126,-6885,4834,-2172,-3248,-4474,5787,5009,-446,728,8174,-29,377,292,5.08,978,4969,16.5
374,13314,-600,-1287,4816,-9681,3558,-2208,-3360,-5624,5358,4769,-848,1204,7592,-9,553,537,5.06,1134,5742,16.6
4848,8016,1658,-2132,5761,-8494,2984,-7416,-998,-5844,4806,5036,-306,286,8992,-112,417,586,5.08,973,4944,16.7
2046,8958,466,-317,4907,-7578,1868,-9942,606,-5284,5070,4382,260,-234,10534,-180,105,489,5.07,1139,5778,16.8
1794,11062,1440,1640,3456,-6410,1938,-11050,260,-5111,5152,3924,170,-506,10052,-199,-64,520,5.06,1124,5692,16.8
2200,20774,1740,2439,1933,-2556,1124,-13462,530,-4090,2474,2553,204,-274,8790,-26,-256,149,5.08,978,4969,17.0
3082,23042,3488,88,123,-1174,476,-15998,2698,-3128,1873,3436,268,-36,7834,68,-338,-93,5.06,1124,5692,17.0
2772,19452,5000,-2204,-1174,1683,768,-18732,3950,-2541,-1858,-1455,-98,392,6824,53,-658,-386,5.08,968,4919,17.2
2400,17958,4826,-2835,-3295,2848,1000,-18510,3942,-2318,-4247,-3305,-256,350,6738,31,-787,-556,5.08,1085,5515,17.2
3118,16594,4104,-2986,-3403,4134,2098,-17348,2700,-1659,-5641,-3604,-438,344,6674,75,-751,-756,5.07,1114,5654,17.3
2560,15932,2280,-4544,-3662,6077,4212,-13884,402,-770,-7172,-4807,-948,370,7062,139,-661,-1056,5.08,982,4994,17.4
2548,13498,1630,-5710,-3974,7015,4128,-11934,-1324,-424,-7975,-6374,-1172,588,7122,119,-644,-1094,5.07,1114,5654,17.5
1748,10496,1114,-6214,-4619,7692,6498,-11566,-2304,-738,-4229,-7197,-1630,1018,7116,54,-588,-1007,5.07,1119,5678,17.6
780,6498,-678,-5560,-7698,7513,11454,-10294,-5072,2207,-4524,-5705,-1878,1642,7376,-45,-431,-811,5.08,968,4919,17.7
2564,4406,-1100,-5213,-7389,7366,3318,-6152,-4388,4283,-544,-6887,-726,588,7700,-113,-250,-868,5.07,1129,5728,17.8
